title,company,location,description
Cyber Futures Intern,The MITRE Corporation,"McLean, VA","Why choose between doing meaningful work and having a fulfilling life? At MITRE, you can have both. That's because MITRE people are committed to tackling our nation's toughest challenges—and we're committed to the long-term well-being of our employees. MITRE is different from most technology companies. We are a not-for-profit corporation chartered to work for the public interest, with no commercial conflicts to influence what we do. The R&D centers we operate for the government create lasting impact in fields as diverse as cybersecurity, healthcare, aviation, defense, and enterprise transformation. We're making a difference every day—working for a safer, healthier, and more secure nation and world. Our workplace reflects our values. We offer competitive benefits, exceptional professional development opportunities, and a culture of innovation that embraces diversity, inclusion, flexibility, collaboration, and career growth. If this sounds like the choice you want to make, then choose MITRE—and make a difference with us.


Cyber Futures is an experiential summer student internship program focused on training the next generation of cyber warriors. The goal of the program is to expose students early in their college studies to opportunities in cybersecurity. Interns spend 10 weeks receiving hands-on training, meeting with MITRE subject matter experts, and complete a capstone project, solving a cyber challenge for federal project sponsors. The program recruits from Historically Black Colleges and Universities (HBCUs) and Minority Serving Institutions (MSIs), as well as MITRE’s other academic partners, building on MITRE’s long history of developing programs to attract, educate, and place underrepresented students in STEM careers.

 **When?**  

The internship will run early-June through mid-August 2024.

 **Where?**


McLean, Virginia; Bedford, Massachusetts; Hampton Roads, Virginia

 **Is this a paid opportunity?**


Yes.

 **How does the Cyber Futures Internship work?**

This paid opportunity will combine exposure to professionals in cybersecurity, technical skill building and hands-on experience working on cybersecurity problems facing our government.


The 10-week internship will include an introduction to cybersecurity provided through Prelude Operator, a tool that supports training in Intelligence-grade security products.

**What will I do as Cybersecurity Intern?**


You’ll work alongside MITRE engineers to design, develop, and implement solutions and technologies to address the greatest cyberspace challenges of our sponsors. You will be exposed to those with world-class expertise, innovation, and leadership to protect our government sponsors and promote their mission and operational success.


From design to operations, you will learn to apply security engineering expertise, innovative concepts, and technology solutions to address every facet of our sponsor's cyber challenges in three key strategic areas: threat-based engineering, design recover and reverse engineering, privacy, resilience, cyber strategy, planning and design and in the development of novel cyber capabilities.

**How do I apply?**

Submit your application here by 4/1/24. Qualified candidates will be invited to a virtual interview with MITRE. Final notifications of acceptance will be made by Friday, April 30, 2024.

**What knowledge, skills and attributes do we look for in students hired for our Cyber Futures Intern positions?**

* Rising Sophomores to rising Seniors pursuing a Bachelors in computer science, cybersecurity, policy, national security, or related humanities discipline.
* Basic knowledge of cyber security principles, tools, and devices.
* Demonstrated interest in learning more about cybersecurity principles, tools, and devices.
* Have cyber related experience gained from academic study and related intern/coop work
* Sustained excellence in academic performance
* High level desire to help their nation solve its most critical problems.
* On-going excellence in academic performance
* High level desire to help their nation solve its most critical problems.
* Exhibits the characteristics of a continuous learner.
* An interdisciplinary approach to problem solving.
* Students must be a U.S. citizen


This requisition requires the candidate to have a minimum of the following clearance(s):


None
This requisition requires the hired candidate to have or obtain, within one year from the date of hire, the following clearance(s):


None
Work Location Type:


Hybrid
MITRE is proud to be an equal opportunity employer. MITRE recruits, employs, trains, compensates, and promotes regardless of age; ancestry; color; family medical or genetic information; gender identity and expression; marital, military, or veteran status; national and ethnic origin; physical or mental disability; political affiliation; pregnancy; race; religion; sex; sexual orientation; and any other protected characteristics. For further information please visit the Equal Employment Opportunity Commission website EEO is the Law Poster and Pay Transparency.


MITRE intends to maintain a website that is fully accessible to all individuals. If you are unable to search or apply for jobs and would like to request a reasonable accommodation for any part of MITRE’s employment process, please email recruitinghelp@mitre.org.


Copyright © 1997-2023, The MITRE Corporation. All rights reserved. MITRE is a registered trademark of The MITRE Corporation. Material on this site may be copied and distributed with permission only.


Benefits information may be found here"
"Intern, Community Health",University of Maryland Medical System,"Baltimore, MD, USA","Company Description  
  
When we say “our community” we mean it.  
  
 UMMC Midtown Campus, one of two campuses of the University of Maryland Medical Center, has had a long history of working to keep our community healthy and has grown to become a trusted teaching hospital for medical and surgical care in Baltimore City.  
  
 Located in Baltimore’s cultural center near the historic Mount Vernon neighborhood, UMMC Midtown Campus is a 180-bed, community teaching hospital with a focus on helping people manage chronic diseases, including diabetes, hypertension, pulmonary conditions, and infectious diseases.

Job Description  
  
Under direct supervision, the intern works directly with various staff to provide assistance to the department. Enters data from a variety of sources for input into a database, reviews and summarizes information to produce and distribute standard reports, prepares data for projects, researches topics as requested, and provides administrative support.

Qualifications  
  
**Education and Experience**

* Must be enrolled in High School or Baccalaureate degree program required.
* Computer class or demonstrated competency preferred.

  
  
Additional Information  
  
All your information will be kept confidential according to EEO guidelines."
AWS Cloud Administration Internship,ITCNP,"Columbia, MD, USA","The IT-CNP internship program introduces AWS cloud administration and security concepts, AWS Well Architected Framework and other frameworks that are used to meet the technical administration, risk management and compliance needs of both government and commercial clients. IT-CNP has multiple intern position openings available now with immediate start dates.

As an intern for IT-CNP, Inc., you will experience the AWS cloud administration combined with cyber security and compliance concepts in a real-world setting. You will have an in-depth look at the day-to-day responsibilities of a cloud administrator and learn how to perform various AWS cloud administration tasks. You will receive guidance and work closely with experienced AWS Cloud Administration professionals. The mentor assigned to you will serve as a vital source of information and advice by offering timely and constructive feedback on your performance throughout the program. The work you will perform during your internship will help you improve your professional and technical writing skills. Our corporate culture is collaborative and encourages team members to take the initiative and seek on-the-job learning opportunities.

**Position**

AWS Cloud Administration Intern

**Description**

You should have proven problem-solving skills and the ability to work both independently and with a team to meet aggressive timelines. Successful applicants are able to work in a fast-paced, highly collaborative environment. We are looking for applicants who take pride in the quality of their work and who share our commitment to honesty, integrity, and personal accountability. You must have strong verbal and written communication skills and the ability to interact professionally with a diverse group of technical personnel, executives, managers, and subject matter experts. A sense of urgency for task completion and for client experience are essential. Desire to learn AWS services and apply that knowledge in everyday tasking is a must!

**Essential Duties and Responsibilities**

* Monitor Service Desk queues for AWS tickets assigned and process first-in first-out based on priority
* Modify configurations as authorized
* Perform root cause analysis for basic end user problems
* Resolve basic level support requests (e.g. password resets)
* Assist with basic security related tasking (e.g. assist vulnerability scanner connectivity troubleshooting)
* Perform basic AWS environment buildouts (e.g. VPC, EC2, Transient Gateway, etc.)
* Work on basic Infrastructure as Code automation
* Create technical documentation
* Escalate technical support issues internally
* Evaluate documented resolutions and help contribute to the resolutions library.
* Develop help sheets and FAQ lists for end users
* Provide a consistent level of professional and considerate support to clients in an effort to develop and maintain relationships of trust and open communication

**Minimum Qualifications**

To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. 

* **Education and/or Experience:** This position is intended for college/technical school Seniors enrolled in an accredited two or four-year college or university. (Juniors are also welcome to apply) pursuing an information technology degree or a related field of study. Must have a minimum 3.0 cumulative GPA, and possess an ability to pass a background check and provide proof of U.S. Citizenship.
* **Knowledge, Skills and Abilities:** Must be familiar with basic technology concepts e.g. networking, computer structure, Internet connectivity, as well as possess a basic knowledge of AWS services and how they interact with each other. An AWS Cloud Practitioner Certification is a plus. Possession of any programming language skills that allow for further growth in Infrastructure-as-Code area automation is a plus.
* **Physical Demands:** While performing the duties of this job, the intern is regularly required to communicate with and present information to others and access information using a computer for several hours at a time. Interns must have mobility throughout the office.
* **Emotional Demands:** The intern must be emotionally mature and be able to handle difficult and complex client and work-related situations. Candidates must possess strong problem solving, conflict resolution, and interpersonal skills. Must be self-driven and possess a positive mental attitude. Can get along with other co-workers or peers without exhibiting behavioral extremes and respond appropriately to constructive criticism from a supervisor.
* **Collaboration/Teamwork:** AWS Cloud Service Desk Intern creates commitment to common goals; identifies competing interests and finds ways to balance them; values contributions of all team members and other constituencies; values team accomplishments over individual accomplishments; leverages others’ strengths and experiences to achieve team goals; co-operates with colleagues and shares resources.
* **Intellectual Demands:** Excellent written and verbal communication skills are essential, as well as effective organizational, multi-tasking, and prioritization skills. Candidates must be able to interpret a variety of instructions furnished in written, oral, diagram, or schedule form. Must be able to effectively present information and respond to questions from clients, vendors and employees.
* **Commute:** Must be able to reliably commute to a Columbia, Maryland headquarters to **meet the assigned work schedule at least 3 days per week for a full 8-hour work day (not including a break for lunch).** Occasional schedule changes will be allowed to accommodate school-related activities when arranged and approved in advance.
* **Work Environment:** Professional office setting working collaboratively with peers and other IT professionals."
Nurse Intern - General Med Surg,Ascension,"Baltimore, MD, USA","Details \* Department: General Medical-Surgical Unit \* Schedule: Day Shift \* Hospital: Ascension St. Agnes \* Location: Baltimore, MD Benefits Paid time off (PTO) Various health insurance options ..."
Marketing Intern,Lumina Solar Inc,"Halethorpe, MD, USA","About Lumina Solar:Lumina Solar Inc. is the top-rated solar company in the Mid-Atlantic and one of the fastest growing. We provide reliable solutions that produce clean energy, reduce costs, give back control, and benefit the environment. Our team works hard to light the way to a brighter, more sustainable future.  
  


We’ve built our company around streamlining the solar process. New technologies can feel intimidating, but we work hard to ensure the process is simple, intuitive, and efficient. When you work at Lumina Solar, you’re joining an expert team that can tackle any project with knowledge and experience.

  
Lumina Solar is looking for a Marketing Intern to join our team in Baltimore, MD. 

As a Marketing Intern at Lumina Solar, you will play a crucial role in supporting our dynamic marketing team. Your responsibilities will span across various aspects of marketing, including content creation, marketing analysis, and social media campaigns. Through hands-on experience and collaboration with experienced professionals, you will have the opportunity to contribute to impactful projects while gaining valuable insights and skills in the Solar industry.

In this role, you'll get to:

* 
Assist in developing marketing campaigns to increase brand awareness and engagement within target communities

* 
Support the implementation of strategies for targeted outreach, content, and promotions tailored to resonate with residential audiences

* 
Aid in creating engaging email campaign content aimed at promoting Lumina Solar to clients

* 
Support in curating social media content that aligns with our brand and appeals to residential clients

* 
Participate in collecting and interpreting marketing data to support decision-making

* 
Provide assistance to the marketing team as required for additional tasks


  
On your first day, we'll expect you to have: 

* 
Bachelor's degree in Marketing, Business Administration, Communications, or related field.

* 
Familiarity with social media platforms and digital marketing tools

* 
Experience with photo and video production/editing

* 
Basic knowledge of graphic design tools such as Canva Adobe Creative Suite (Photoshop, Illustrator) is a plus

* 
Detail-oriented with excellent organizational skills

* 
Creative thinker with a passion for marketing and brand promotion


  
Schedule: On-Site Tuesday, Wednesday, Thursday 9:00 am - 5:00 pm   
(Flexibility on schedule available schedule target is 20-25 hours a week)   
*Opportunity to convert to a full time position* 

  
Why Lumina Solar? Joining Lumina Solar is not just about finding a job; it's about finding a purpose. Here are some compelling reasons why you should consider working with us: 

* 
A Meaningful Mission: At Lumina Solar, we're on a mission to make the world a greener and better place. When you work with us, you're not just an employee; you're a changemaker.

* 
Community Engagement: We actively engage with our local community, giving you the opportunity to make a real impact and connect with like-minded individuals who share your passion for making a difference.

* 
Supportive Environment: We're not just colleagues; we're a family. Lumina Solar is a place where your ideas are valued, your growth is nurtured, and your well-being is a top priority.

* 
Endless Learning: In the ever-evolving field of renewable energy, you'll have the chance to learn, grow, and develop your skills, making every day a new opportunity for personal and professional advancement.


  


At Lumina Solar, we are committed to fostering a diverse, equitable, and inclusive workplace where every individual is valued and respected for their unique perspectives and contributions. We believe in promoting an environment that welcomes people of all backgrounds, experiences, and identities, and actively work to remove barriers to ensure equal opportunities for all employees. We strive to create a culture of belonging and support, where innovation and collaboration thrive, ultimately helping us achieve our mission of providing clean, sustainable energy solutions to our communities."
Cybersecurity Operations Intern,Leidos,"Odenton, MD, USA","Candidate(s) will receive mentorship from junior and senior **Cybersecurity** Operations professionals, and the **intern**(s) will take actual ownership of tasks. These tasks will have a measurable impact on ..."
Summer 2024 Sports Management Internship (for local candidates),Soccer Shots COUS,"Baltimore, MD, USA","**SOCCER SHOTS BALTIMORE-WASHINGTON -  
SPORTS MANAGEMENT INTERNSHIP**  
**WHAT YOU GET:**  
* Compensation:
+ VA: $12.00/hr
+ MD: $15.00/hr
- Montgomery County: $16.70/hr

+ DC: $17.00/hr

* Flexible Hours
+ Hours of Operation:
- Monday-Friday: 8:45am-7:00pm
- Saturday-Sunday: 8:45am - 12:45pm

* Professional Development
* Hands-On Experience
* Hybrid Work Format
+ 50% On-Field
+ 50%Office

* Growth Opportunities
* Positive Environment
* Supportive Staff
* Online + In-Person Training
* Leadership Training

  
**WHAT WE'RE LOOKING FOR IN OUR INTERNS:**  
* Passion for working with children
* Responsible, Organized
* Can still be a ""kid"", Silly, Goofy personality
* Takes initiative
* High standards
* Patience
* Flexibility/Adaptability
* Goal Oriented

**WHAT IS SOCCER SHOTS?:**  
Soccer Shots is the leader in youth soccer development. Our nationally recognized program offers a high energy, fun, age-appropriate introduction to the wonderful game of soccer. Our innovative curriculum emphasizes both soccer skills and character development. Our goal is simple: to leave a lasting, positive impact on every child we serve.  
  
**THE INTERNSHIP:**  
Looking to gain experience both on the field and in the office where you can make a positive impact in your community? Become a Soccer Shots Intern! Soccer Shots blends soccer, education, and fun into high energy 30-minute sessions to kids ages 2-8 throughout the DC/MD/VA area. Youll laugh, break a sweat on field, and youll go home at the end of the day knowing that you made a difference. Then you'll come to the office and gain valuable experience in recruiting, training, management, operations, HR, marketing, sales, and account management to understand what it takes to put together the program that you coaches.  
  
**REQUIREMENTS:**  
* Prior soccer experience is not required.
* Passion for positively impacting childrens lives through the love of sports and fitness.
* Prior experience working with children is preferred, formal or informal
* Valid drivers license and access to personal vehicle that is insured
* Must be at least 18 years of age
* Must be able to pass a background check
* Must be able to start by June 3rd (6/3/2024) and work through August 18th (8/18/24)

**HOW TO APPLY:** Visit our Careers Page on *www.soccershots.com*Soccer Shots COUS (Baltimore-Washington) participates in E-Verify and will provide the federal government with your Form I-9 information to confirm that you are authorized to work in the U.S."
Public Health Workforce Development Internship Program - SUM '24 (Public Health Intern - Healthca...,State of Maryland,"Baltimore, MD, USA","... **intern**. Rest assured that your application will be reviewed by program managers who match the criteria you select. While students may be considered for multiple openings, please note that each ..."
Commercial Sales Intern,Tenable,"Columbia, MD, USA",... in-class **cybersecurity** solutions for our customers; all while creating a culture of belonging ... The **intern** should be prepared to work in a fast-paced team environment and is desired to have ...
Nurse Intern Infusion Therapy,Internship,"Columbia, MD, USA","If you want an **intern** experience that will dramatically shape your career, consider a company that's dramatically shaping our entire health care system. UnitedHealth Group internship opportunities ..."
Learning Engineering Intern,Digital Harbor Foundation,"Baltimore, MD, USA","Overview

The Learning Engineering Virtual Institute (LEVI) is a new research and development program to create educational technology that can double the rate of middle school math progress for students in under-resourced communities. As a Learning Engineer Intern dedicated to this work, you will collaborate with university research labs and private organizations to advance the state-of-the-art in educational technology. You will work closely with LEVI teams to help them achieve their technical, research, and product goals. You will show initiative in identifying common needs across teams and implementing software prototypes to address those needs. You will gain an immersive experience in learning engineering.

The role of an intern on the Learning Engineering team will be to support the work of the LEVI teams. You will make a material contribution to one or more LEVI projects and build relationships within the Learning Engineering community. The ideal candidate is interested in applied research to understand the usage of and implement improvements for real educational software. This internship will serve as a mechanism for building the experience to contribute as a full-time Machine Learning Engineer on a LEVI engineering team.

The position is part of the Learning Engineering Team at Digital Harbor Foundation. The Machine Learning and Data Engineers on this team contribute technical and research assistance to further the LEVI work. Digital Harbor Foundation is dedicated to digital equity for everyone, increasing diversity in the technology sector, and advancing technology innovation for the public good. Driven by our sincere belief that access to opportunity is a basic right, we take bold yet practical actions to support making a better future now. Through a portfolio of projects focused on developing leadership within communities, we support those closest to challenges to take deliberate actions based on a design thinking approach, backed by data analysis, grounded in a practice of collective impact, and driven by a commitment to racial equity.

Experience Requirements* Current Undergraduate (Sophomore or Junior) or Graduate (1st or 2nd year Master's or PhD) student in Computer Science or a related field with relevant coding experience.
* Moderate experience with behavioral and social science research is desired but not required.
* Moderate-to-strong coding experience in Python.
* No direct experience in educational technology is required.

Knowledge, Skills, and Abilities* Write and execute a basic Python program
* Write basic SQL queries
* Academic or hands-on experience in supervised machine learning
* Comfort setting up a software development environment on your own computer
* Have some experience using version control systems e.g. git
* Find and interpret relevant resources - technical or academic - online

Roles & Responsibilities* Perform literature reviews/surveys
* Interact regularly with LEVI teams
* Perform data analysis with empirical datasets
* Create proofs-of-concept of varying degrees of complexity
* Communicate findings and recommendations with technical and non-technical stakeholders

Other Duties

Please note that this job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee for this job. Duties, responsibilities and activities may change at any time with or without notice.

Additional NotesThis position is fully remote.

This internship can be either a full-time summer internship (3-month, 40 hours/week position from June 2024 - August 2024) or a 6-month, 20 hours/week position from June 2024 - November 2024.

CompensationCompensation for this position is $25 - $30/ hour.

If our mission and vision align with your personal values, please apply!

A cover letter outlining your qualifications for the position along with your resume is required. Interviews will be conducted virtually.

Digital Harbor is an equal opportunity employer.

Powered by JazzHR

GTImbJVGPK"
Research and Development Intern,POMPEIAN INC,"Baltimore, MD, USA",This team is looking for an enthusiastic and highly motivated **Intern** to assist Managers and the R&D team. This role is on site at the Corporate Headquarters at 4201 Pulaski highway in Baltimore. This ...
Ticketing - Intern Ticket Sales,Ravens Employment Opportunities | Baltimore Ravens - baltimoreravens.com,"Mount Clare, MD, USA","Ticketing - **Intern** Ticket Sales M&T Bank Stadium, 1101 Russell Street, Baltimore, Maryland, United States of America Req #214 Wednesday, February 7, 2024 Baltimore Ravens **Intern**- Ticket Sales This ..."
Ticketing - Intern Ticket Sales,Baltimore Ravens,"Mount Clare, MD, USA","Ticketing - **Intern** Ticket Sales M&T Bank Stadium, 1101 Russell Street, Baltimore, Maryland, United States of America Req #214 Wednesday, February 7, 2024 Baltimore Ravens **Intern**- Ticket Sales This ..."
Security Compliance Intern,"C2 Essentials, Inc.","Columbia, MD, USA",As an **intern** you will experience the cyber security and compliance profession in a real-world ... Skills and Experience • Must be enrolled in a 2-year associate degree program in **Cybersecurity** or ...
Intern Opportunity (Cyber Security/Engineering),MAG Aerospace,"Hanover, MD, USA","As an **intern** with MAG Aerospace, you will work with a team of professionals performing various ... Have Capture The Flag (CTF) experience, attend hackathons, or participate in **cybersecurity** clubs"
Business Continuity Risk Intern [2024 Internship Program],DTCC,"Boston, MA","**Are you ready to make an impact at DTCC?**

Do you want to work on innovative projects, collaborate with a dynamic and supportive team, and receive investment in your professional development? At DTCC, we are at the forefront of innovation in the financial markets. We're committed to helping our employees grow and succeed. We believe that you have the skills and drive to make a real impact. We foster a thriving internal community and are committed to creating a workplace that looks like the world that we serve.


**About our Internship Program:**

The Summer Internship Program is a unique and challenging 10-week experience for diverse, talented, high-performing individuals interested in different aspects of the financial and technology industry. Contingent upon business needs, performance and completion of degree, our internship serves as a pipeline to our full-time early-career program EDGE.


**What to expect as a DTCC Intern:**

* Access to senior leaders
* Workshops for skill-building and career development
* Participation in employee resource groups
* Team volunteering with local charities
* A sense of community
* Assigned a mentor throughout the summer
* A flexible/hybrid model of 3 days onsite and 2 days remote (onsite Tuesdays, Wednesdays and a third day unique to each team or employee).

**The impact you will have in this role** :


The Business Continuity (BC) team is responsible for preparing the organization to respond to events that interrupt business so that critical business functions continue within specified timeframes. Critical functions are broadly defined as activities that directly and indirectly serve clients, protect assets and records, and maintain DTCC's reputation.


The Business Continuity Intern should be ready to apply knowledge of business practices and processes in a fast-paced, real-world environment. The intern will assist in supporting tasks set by various teams under Business Continuity, including analyzing and organizing area data and content, performing research, and making recommendations to improve effectiveness and efficiency. This will be a valuable experience for any student pursuing a career in business administration, risk management, and/or resiliency within the financial services industry.


*\*NOTE: The Primary Responsibilities of this role are not limited to the details above. \**

**Qualifications:**

* Candidates must be working towards a bachelor’s degree in the following curriculums: Business, Cybersecurity, Computer Science, MIS, Technology Management, or any other related field
* Candidates must have authorization to work permanently in the US without the need for sponsorship (now or in the future)
* Candidates must have minimum of a 3.2 GPA upon graduation

**Talents Needed for Success:**

* Must demonstrate superior analytical and communication skills
* Strong interest in the financial services industry, with previous internship experience a plus
* Knowledge of Excel including pivot tables, charts, and dashboards
* Project management, presentation development, influencing, and public speaking skills

**Recruitment Timeline:**

* August – October 2023: Engage with us virtually and apply to our jobs
* November – January 2024: Interview virtually with our team
* February 2024: Receive an offer and accept!
* February – June 2024: Engage with our colleagues as you close out your school year
* June 2024: Start the Summer Intern Program!

*The salary range is indicative for roles at the same level within DTCC across all US locations. Actual salary is determined based on the role, location, individual experience, skills, and other considerations. We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, sex, gender, gender expression, sexual orientation, age, marital status, veteran status, or disability status. We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation.*"
Enterprise Risk Management Intern,Exec Office of Technology Services and Security,"Boston, MA","**About Us****The Executive Office of Technology Services and Security (EOTSS)** is the state’s lead office for information technology. We provide enterprise level information technology services including network management and security; computer operations; application hosting; desktop provisioning and management; and, modern and responsive digital services for over 125 state agencies and 43,000 internal stakeholders plus the residents, business owners and visitors to the Commonwealth of Massachusetts.



**About the Role**

The EOTSS Enterprise Risk Management (ERM) Program is seeking an **Enterprise Risk Management Intern** who is enthusiastic and motivated individual to assist the continuing roll-out and maintenance of a compliance and security program across EOTSS and executive branch offices. The position requires a balance of compliance and security program experience along with exceptional project and task management.


As a member of the ERM team, the **Enterprise Risk Management Intern** will significantly contribute to the Commonwealth-wide GRC program ensuring compliance with all relevant legislative, regulatory, statutory, and contractual requirements related to Information Security. The incumbent will collaborate with various members and levels of the organization to ensure we are reviewing and updating our applications, systems, user lists, and vendor reviews on a regular periodic and continuing basis.  


The primary work location for this role will be **One Ashburton Place, Boston, Massachusetts 02108**. The work schedule for this position is **Monday through Friday, 9AM to 5PM EST**. This position would be expected to follow a remote model of reporting to work. Attendance in our offices at 8 Ashburton St, Boston, MA, and/or other Boston locations may be required from time to time. The work schedule is subject to change based on operational needs.

  


*All offers of employment into this position are conditional and subject to passing: a Massachusetts Criminal Background Check (CORI); a security clearance (fingerprinting) consistent with IRS and/or public safety requirements; and security training.*

  


**Duties & Responsibilities**
* Process ERM program requests such as tabletop exercises and third-party application testing.
* Assist ERM management to document program policy and procedure.
* Assist tracking of contact and follow up with numerous individuals for various project initiatives.
* Track and document responses from multiple sources in a timely and succinct manner.
* Meticulously maintain continually changing program and project documentation; to include progress tracking documentation.
* Assist creation of multiple and varied reports for numerous recipients with differing requirements.
* Assist with ongoing initiative to automate currently manual tracking tools.
* Ability to build and maintain positive working relationships across all levels and functional areas.
* Plan and schedule program deliverables, goals, milestones.
* Other responsibilities as assigned.


**Preferred Knowledge, Skills & Abilities:**


* Demonstrate ability to multitask, prioritize, and meet deliverables for various and fluid responsibilities and initiatives.
* Strong understanding of enterprise risk required
* A concentration in IT, Network infrastructure, software application and software vendor disciplines desired
* Exceptional organizational skills including acute attention to detail especially involving the gathering, updating, tracking, and reporting of data from multiple sources.
* Excellent communication skills as this job will require interaction with all levels of the Secretariat, including senior management, both verbally and in writing
* Ability to maintain a consistent and timely follow through of all requests requiring a response from various members and all levels of the organization
* Ability to draft, review, and update policy and procedure documents.
* Strong work ethic and sense of humor.
* Excellent communication skills; both verbal and written communication, some technical knowledge desirable.
* The ability to work independently as well as part of a team.
**Qualifications** **First consideration will be given to those applicants that apply within the first 14 days.**  



Please see Preferred Qualifications.  


**Comprehensive Benefits**


When you embark on a career with the Commonwealth, you are offered an outstanding suite of employee benefits that add to the overall value of your compensation package. We take pride in providing a work experience that supports you, your loved ones, and your future.


Want the specifics? Explore our Employee Benefits and Rewards!

  


**An Equal Opportunity / Affirmative Action Employer. Females, minorities, veterans, and persons with disabilities are strongly encouraged to apply.**  


The Commonwealth is an Equal Opportunity Employer and does not discriminate on the basis of race, religion, color, sex, gender identity or expression, sexual orientation, age, disability, national origin, veteran status, or any other basis covered by appropriate law. Research suggests that qualified women, Black, Indigenous, and Persons of Color (BIPOC) may self-select out of opportunities if they don't meet 100% of the job requirements. We encourage individuals who believe they have the skills necessary to thrive to apply for this role.  

**Official Title****:** Contracted Student Interns**Primary Location****:** United States-Massachusetts-Boston-1 Ashburton Place**Job****:** Information Systems and Technology**Agency****:** Exec Office of Technology Services and Security**Schedule****:** Full-time**Shift****:** Day**Job Posting****:** Mar 25, 2024, 10:23:42 AM**Number of Openings****:** 1**Salary****:** 21.00 - 21.00 Hourly**If you have Diversity, Affirmative Action or Equal Employment Opportunity questions or need a Reasonable Accommodation, please contact Diversity Officer / ADA Coordinator****:** Emily Hartmann - 6176608300**Bargaining Unit****:** Non**Confidential****:** No**Potentially Eligible for a Hybrid Work Schedule****:** Yes"
"CarGurus - Security Operations Intern (2024), application via RippleMatch",RippleMatch Opportunities,"Cambridge, MA","**This role is with CarGurus. CarGurus uses RippleMatch to find top talent.**



* **We are currently accepting applications for this role. Application review and interviews will begin in early January. We thank you for your patience and interest in CarGurus!**


**Who we are**
--------------



At CarGurus (NASDAQ: CARG), our mission is to give people the power to reach their destination. We started as a small team of developers determined to bring trust and transparency to car shopping. Since then, our history of innovation and go-to-market acceleration has driven industry-leading growth. In fact, we're the largest and fastest-growing automotive marketplace, and we've been profitable for over 15 years.


**What we do**
--------------



The market is evolving, and we are too, moving the entire automotive journey online and guiding our customers through every step. That includes everything from the sale of an old car to the financing, purchase, and delivery of a new one. Today, tens of millions of consumers visit CarGurus.com each month, and ~30,000 dealerships use our products. But they're not the only ones who love CarGurus—our employees do, too. We have a people-first culture that fosters kindness, collaboration, and innovation, and empowers our Gurus with tools to fuel their career growth. Disrupting a trillion-dollar industry requires fresh and diverse perspectives. Come join us for the ride!


**Role Overview**
-----------------



This is a full-time, paid, summer 2024 intern position. Must be eligible to work 40 hours a week from June 2024 – August 2024. We are a hybrid environment and employees should anticipate working from our Cambridge, MA offices 40% of the time, or approximately 2 days per week.


**What you'll do**


* Work on projects and tasks as part of the Security Operations team and at the direction of our Security Operations Manager
* Gain exposure to new Information Security tools/technologies as we continue to mature our SecOps program
* Experience common security operations workflows


**What you'll bring**


* Enrolled in an Information Security, Cybersecurity or Computer Science program
* Knowledge of information security, well known industry frameworks and standard methodologies
* Passionate about learning more about Security Operations
* Experience with MacOS
* Experience with standard office productivity tools
* Basic exposure to Jira or other ticketing systems
* Ability to quickly learn new skills and work as part of a team


**Bonus experience**


* Knowledge of MITRE ATT&CK
* Red/Blue/Purple team experience
* Experience with Jira and concepts of Kanban

**Working at CarGurus**
-----------------------



Our career development and corporate giving programs, as well as our employee resource groups (ERGs) and communities, help people build connections while making an impact in personally meaningful ways. A flexible hybrid model encourages work-life balance and individual well-being. Thoughtful perks like daily free lunch, meditation and fitness apps, and more help our people create space for what matters most in their personal and professional lives.


**We welcome all**
------------------



CarGurus strives to be a place to which people can bring the ultimate expression of themselves and their potential—starting with our hiring process. We do not discriminate based on race, color, religion, national origin, age, sex, marital status, ancestry, physical or mental disability, veteran status, gender identity, or sexual orientation. We foster an inclusive environment that values people for their skills, experiences, and unique perspectives. That's why we hope you'll apply even if you don't check every box listed in the job description. We want to know what only you can bring to CarGurus."
