site,job_url,job_url_direct,title,company,location,job_type,date_posted,interval,min_amount,max_amount,currency,is_remote,emails,description,company_url,company_url_direct,company_addresses,company_industry,company_num_employees,company_revenue,company_description,logo_photo_url,banner_photo_url,ceo_name,ceo_photo_url
zip_recruiter,https://www.ziprecruiter.com/jobs//j?lvk=M2MflLZnN-hlvtZ3lq2YrQ,,"Data Analyst I, II, III",First Financial Federal Credit Union of Maryland,"21152, MD, USA",fulltime,2024-03-08,hourly,24.0,32.0,USD,,,"First Financial Federal Credit UnionJob Description**Job Title:** Data Analyst I (Junior), II, III

**Department:** Innovation and Strategy

**Reports To:** Chief Innovation and Strategy Officer

**Salary Grade(s):** 9 (Junior), 10, 11

**EEO-1 Job Class:**  2 - Professionals 

**FLSA Status:**  Exempt

**☒ Full-time**

**☐ Part-time** 

**☐ Temporary**

**Location: 72 Loveton Circle Sparks, MD 21152**

\*\*\*In office position with the opportunity to work a hybrid schedule after a probationary period. 

  


**Function:**

Responsible for supporting the Credit Union’s staff and operational objectives by producing reports and creating strategies to affect desired results. Deploys rigorous/extensive statistical and mathematical methods of data analysis. Uses numeric computing, visualization, and technical/scientific programming tools.

 

**Position Requirements:**

* **GENERAL:**

* Strong curiosity and analytic skills
* Ability to work on multiple concurrent projects
* Experience in a database programming environment
* Proficiency in programming language and scripting tools common to data extraction and analysis, e.g., SQL, Python, MATLAB, R
* Exposure to core banking systems (in particular Symitar Episys) strongly preferred
* Strong written and verbal communication skills
* Working knowledge of data interface and visualization tools such as Microsoft Power BI and Tableau a plus

* **EDUCATION:**
* 
+ (9, Junior) At least a two-year degree in a relevant discipline
+ (Grades 10 – 11) At least a four-year degree in a highly relevant discipline (computer science, mathematics, engineering, economics, information systems), plus at least four years of similar experience or a master’s degree
**Duties:**

 

* Source and harmonize data from multiple sources
* Use rigorous statistical and analysis methods to derive actionable insights
* Develop data visualization and interpretation approaches to answer business questions
* Develop algorithms to support real-time detection and decision systems
* Write memoranda to document analysis results
* Present results of research to colleagues and management
* Work with the Information Technology Department to specify and maintain data warehouses
* Adheres to regulations and organizational policies, maintaining awareness and knowledge required to perform the duties of the position including all aspects of the Bank Secrecy Act, Fair Lending, and Information Security
* (Grade 10, 11) Demonstrates increasing technical skill and capabilities for increasing grade
* Other duties of similar scope and complexity as assigned

**Equal Opportunity Employment**

*First Financial of Maryland Federal Credit Union is an Equal Opportunity employer with a strong commitment to hiring for our mission and diversifying our staff. All qualified applicants will receive consideration for employment without regard to race, color, religion, national origin, age, sex, sexual orientation, gender identity, disability, marital status, protected veteran status or any other factor protected by law.*",,,,,,,,,,,
zip_recruiter,https://www.ziprecruiter.com/jobs//j?lvk=j2O67m7QjcS2QTycwC13oA,,Power BI Data Analyst,"Global Enterprise Services, LLC","Fort Meade, MD, USA",fulltime,2024-03-01,yearly,105000.0,117000.0,USD,,,"GES is supporting an extensive digital modernization program critical to DISA and Fourth Estate Agencies and is currently seeking a Power BI Data Analyst to support our customer at Ft. Meade, MD; however, this position can be remote. 

 

**PROGRAM SUMMARY:**   
The Defense Enclave Services contract will unify the DOD Fourth Estate Defense Agencies and Field Activities’ common use information technology systems, personnel, functions and program elements under the direction of DISA’s Fourth Estate Network Optimization program office. This Power BI Data Analyst will work with a team of UX analyst and engineers to help visualize the Operational IT environment for various use cases. 

 

**CLEARANCE REQUIREMENT:**    
**•Must have an active DoD Secret clearance to apply for this position. (US Citizenship required)**   
   
**PRIMARY RESPONSIBILITIES:**   
•Work with UX Analyst to Design, develop, and maintain interactive and visually appealing Power BI dashboards that provide meaningful insights to various stakeholders.   
•Collaborate with cross-functional teams to understand business requirements and translate them into effective data visualizations and reports.   
•Utilize your expertise in APIs across multiple platforms to seamlessly connect and extract data, ensuring accurate and timely data retrieval.   
•Participate in the develop of user stories, sprint planning, and test case development / execution within an agile project environment.   
•Create detailed business requirement documents, use cases, and functional specifications, and facilitate communication between technical and non-technical teams.   
•Collaborate with stakeholders to elicit, document, and analyze business requirements, ensuring a clear understanding of project objectives and goals   
•Implement best practices for data modeling, ensuring efficient and effective data transformation and aggregation processes.   
•Collaborate with the IT team to ensure the availability and reliability of data sources and troubleshoot any technical issues that may arise.   
•Stay updated with industry trends and advancements in Power BI and related technologies to continuously improve and optimize dashboard designs and functionalities. 

 

**BASIC QUALIFICATIONS:**   
•Bachelor’s degree and 8+ years of relevant experience; additional years of experience may be substituted in lieu of a degree.   
•5+ years of experience in Business Analytics tools developing Reporting and Dashboards.   
•3+ years in Reporting and Analytics using Power BI - M Query, DAX, Data Modelling, RLS.   
•5+ years in database technologies and strong SQL query writing skills, preferably SQL Server.   
•1 year – Python.   
•Experience working in Agile development environment with tools such as Jira and Bitbucket.   
•Excellent communication skills to translate business requirements into Dashboards and Reporting. 

•Must have a current IAT Level II or higher Certification such as Security + within 30 days of start. 

 

**PREFERRED QUALIFICATIONS:**   
•Recognized Power BI Certification such as PL-300 Power BI Data Analyst Associate.",,,,,,,,,,,
zip_recruiter,https://www.ziprecruiter.com/jobs//j?lvk=0prLhInNlQm-JuVBJb70Hg,,"Analyst, Data Management and Reporting",T Rowe Price,"Baltimore, MD, USA",,2024-02-27,,,,,,,": The **Analyst**, **Data** Management and Reporting works closely with teams across the Global Client Account Services business unit to collect **data**, build key performance metrics, develop intuitive **data** ...",,,,,,,,,,,
zip_recruiter,https://www.ziprecruiter.com/jobs//j?lvk=VLCuhotUDKnepDDmtifkbg,,"Data Analyst, Blueprint (Grant Service Specialist III) - Mayor's Office of Employment Development",City of Baltimore,"Baltimore, MD, USA",,2024-02-20,yearly,70000.0,70000.0,USD,,,The **analyst** will design any reports and dashboards used to monitor staff efforts and programmatic impact. They'll provide helpdesk support and auditing to career counselors using the **data** system that ...,,,,,,,,,,,
zip_recruiter,https://www.ziprecruiter.com/jobs//j?lvk=R2mUkk8s4EOduKb0fICmCA,,Data Analyst,Behavioral Health System Baltimore (BHSB),"Baltimore, MD, USA",,2024-01-22,yearly,86965.0,86965.0,USD,,,"The **Data** **Analyst** is an integral part of the **data** team at BHSB, which is tasked with helping all areas of work collaboratively advance Baltimore City's behavioral health system by bringing innovative ...",,,,,,,,,,,
zip_recruiter,https://www.ziprecruiter.com/jobs//j?lvk=H9juL-iwT9dwuOvcCqKdwA,,Maryland Longitudinal Data System Data Quality Analyst,State of Maryland,"Baltimore, MD, USA",,2023-09-19,yearly,69159.0,111505.0,USD,,,"Create detailed, comprehensive and well-structured test plans and test cases to perform Qualitative **Analysis** of MLDS center **Data**. \* Liaise with internal teams (e.g. developers and database ...",,,,,,,,,,,
glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009207108089,,Data Visualization Specialist,BOEING,"Seattle, WA",,2024-03-27,,,,,False,,"At Boeing, we innovate and collaborate to make the world a better place. From the seabed to outer space, you can contribute to work that matters with a company where diversity, equity and inclusion are shared values. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us.

**Boeing Global Services (BGS)** is seeking a talented **Data Visualization Specialist** **level 3 or 4** to join our Sales and Marketing team based in Seattle, Washington. The Data Visualization Specialist will play a crucial role in crafting and sustaining dynamic data visualizations, with a primary focus on utilizing Tableau.


The specialist will be embedded in the Sales & Marketing organization to gain insight into the challenges of the teams and enable the use of data to improve organizational performance. They will be directly engaged with the data reflecting our constantly evolving aviation market and business environment to create high impact visualizations that support critical business decisions.

**Position Responsibilities:**

* Develop and design interactive and informative data visualizations, dashboards, and reports that effectively communicate complex information to diverse stakeholders.
* Collaborate with cross-functional teams to understand data requirements and business objectives, ensuring visualizations align with organizational goals.
* Work closely with business users to gather feedback, refine visualizations, and address evolving data needs.
* Stay abreast of industry trends and best practices in data visualization, incorporating innovative techniques to enhance the impact of visual representations.
* Conduct data quality assessments and ensure accuracy and consistency in visualizations, adhering to data governance standards.
* Provide training and support to internal teams on interpreting and utilizing data visualizations effectively.

**This position is hybrid. This means that the selected candidate will be required to perform some work onsite at one of the listed location options. This is at the hiring team’s discretion and could potentially change in the future.**

**Employer is willing to sponsor applicants for employment visa status.**

**Basic Qualifications (Required Skills/Experience):**

* 3+ years of experience building intuitive and actionable data visualizations that drive business decisions.
* 3+ years of experience interpreting data and presenting the analysis and/or recommendations to customers, peers, and leadership.
* Proficiency in data visualization tools such as Tableau.
* Excellent communication skills with the ability to convey complex insights to both technical and non-technical audiences.

**Preferred Qualifications (Desired Skills/Experience):**

* Bachelor’s degree or master’s degree in data science, Computer Science, Information Technology, or a related field.
* Strong understanding of data analysis, statistics, and information design principles.
* Experience with databases and data manipulation using SQL or Python
* .Experience with Salesforce, or Tableau CRM.
* Experience with data integrations and data warehousing.
* Experience using ETL (Extract Transform Load) data protocols and data management.

**Typical Education/ Experience:**


Education/experience typically acquired through advanced technical education (e.g. Bachelor) and typically 5 or more years' related work experience or an equivalent combination of technical education and experience (e.g. PhD, Master+3 years' related work experience, 9 years' related work experience, etc.).


Education/experience typically acquired through advanced technical education (e.g. Bachelor) and typically 9 or more years' related work experience or an equivalent combination of technical education and experience (e.g. PhD+4 years' related work experience, Master+7 years' related work experience, 13 years' related work experience, etc.)

**Relocation:**


This position is located in a location that does not offer relocation. Candidates must live in the immediate area or relocate at their own expense.

**Drug Free Workplace:**


Boeing is a Drug Free Workplace where post offer applicants and employees are subject to testing for marijuana, cocaine, opioids, amphetamines, PCP, and alcohol when criteria is met as outlined in our policies.

**Shift: 1**


At Boeing, we strive to deliver a Total Rewards package that will attract, engage and retain the top talent. Elements of the Total Rewards package include competitive base pay and variable compensation opportunities.


The Boeing Company also provides eligible employees with an opportunity to enroll in a variety of benefit programs, generally including health insurance, flexible spending accounts, health savings accounts, retirement savings plans, life and disability insurance programs, and a number of programs that provide for both paid and unpaid time away from work.


The specific programs and options available to any given employee may vary depending on eligibility factors such as geographic location, date of hire, and the applicability of collective bargaining agreements.

**Average Pay Summary: $94,350 - $127,650**

**$118,150 - $159,850**

**This position is accepting applications through April 8th , 2024**

 **Export Control Requirements:** Not an export control position **Equal Opportunity Employer:**


Boeing is an Equal Opportunity Employer. Employment decisions are made without regard to race, color, religion, national origin, gender, sexual orientation, gender identity, age, physical or mental disability, genetic factors, military/veteran status or other characteristics protected by law.",https://www.glassdoor.com/Overview/W-EI_IE102.htm,,,,,,,,,,
glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009206825677,,Data Analyst,3Si,"Seattle, WA",,2024-03-27,yearly,80000.0,100000.0,USD,False,,"3Si is a software (SaaS) company that helps our clients use data to improve the lives of children. We work with a network of state and city governments, nonprofits, and philanthropies to help children access, experience and realize benefits from high quality early learning and care. Founded in 2012, 3Si is a mission driven organization with a collaborative, entrepreneurial, innovative, and fully remote work culture.

  

We are growing and seeking a mission driven **Data Analyst** to join our Product team. Ideal candidates will have exceptional technical, analytical and quantitative problem-solving skills, growth-mindset, and interest to make a positive impact.

  




This is a fully REMOTE position. *Only applicants who currently reside in California, Colorado, Oregon, and Washington State will be considered for this role.*

  

The Data Analyst plays a critical role in extracting, analyzing, and interpreting data to assist customers with use of the platform to provide valuable insights that contribute to informed decision making. This role will support workstreams that demand high-level quantitative skills to inform project data analyses and client data requests. This position works collaboratively across the organization and with external stakeholders.  



  

**What You Will Do**


* Contribute to the production of professional, thorough, rigorous analyses and outputs for clients and external stakeholders, including formal reports, presentations, and dashboards.
* Design, build, and maintain flexible data models from various sources based on customer requests, including CUSP and other third-party sources, investigate and design integration and analytics.
* Conduct data preparation tasks that include data inventory and assessments of data completeness and quality.
* Conduct exploratory analysis of source data from clients and help architect integration across complex data systems in the implementation of CUSP products in client cloud environments.
* Identify and address data discrepancies; troubleshoot data-quality issues, validate outputs, recommend, and implement process and performance improvements for data.
* Analyze, synthesize, and communicate complex data-related issues to both internal colleagues and external clients.
* Implement and draft ""Analytics Snapshot"" for monthly data report cards, including a specific analysis of clients' internal data or CUSP outputs. Write analytical narratives describing the analysis goals, methodology, findings, limitations, avenues for future analysis, relevance to clients.
* Provide client management support by engaging and communicating with clients and contributing to client meetings. Ensure that deliverables are on time and client ready.
* Collaborate with cross-functional team to understand data requirements and business needs; partner with engineering and product management teams in the implementation, operation and use of 3Si products for clients.
* Stay current with industry trends, emerging technologies, and best practices in data analytics and visualization best practices and techniques.
  


**What You Will Bring**


* Bachelor’s degree or greater in a relevant field (e.g. Statistics, Economics, Mathematics, Computer Science, Information Systems).
* Two or more years’ experience in a consulting, research, data analytics, or similar.
* Proficient with data analysis tools such as SQL, Python, R, SPSS, Stata, SAS.
* Experience with data visualization tools (e.g. PowerBI,Tableau or the like) preferred.
* Proficiency in MS Office Suite required.
* Strong consultative and project management skills
* Solid ability to problem-solve and operate with analytical ambiguity.
* Excellent interpersonal and communication skills with the ability to utilize multiple communication methods and styles to best reach target audience.
* Exceptional organizational and time management skills.
* Meticulous attention to detail to ensure accuracy in data analysis.
* Ability to work collaboratively in a team-oriented environment.

**3Si Perks**



3Si offers a professional and fun work environment. We recognize and value our employees and strive to create a supportive environment for our team. Here are some of the ""perks"" we provide to ensure our employees can thrive:


* Competitive compensation with base salary range of $80-100K, plus annual bonus plan.
* 100% Company sponsored Medical, Dental, Vision, STD, EAP, and voluntary life/ad&d plans.
* Paid Time Off starting at 3 weeks per year and 11 paid holidays.
* 401k retirement plan + match
* Career development opportunities

  


*3Si provides equal opportunity for all applicants without regard to race, color, religion, sex (including pregnancy), national origin, ancestry, age, disability, genetic information, marital status, sexual orientation, veteran status, or any other basis protected by state or federal law.*",https://www.glassdoor.com/Overview/W-EI_IE2867687.htm,,,,,,,,,,
glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009198666150,,"Data Analyst, Consumer Product",Remitly,"Seattle, WA",,2024-03-22,yearly,112000.0,140000.0,USD,False,,"Job Description:
Remitly is on a mission to transform the lives of immigrants and their families by providing the most trusted financial products and services on the planet. Since 2011, we have been tirelessly delivering on our promises to immigrants sending their hard earned money home. Today, we are reimagining international payments at scale and building new products to create deeper relationships with our customers and their loved ones across the globe. Join over 2,700 employees across 10 offices who are growing their careers while having a positive impact on people globally.
About the Role:
The Data Analyst, Product will report to the Sr. Analytics Manager for Consumer Product on the Global Product Analytics team. In this role, you will apply data science and analytics techniques to drive rapid, rational decision making within Remitly’s core product. You'll improve our ability to identify bots and protect customers at the Authentication stage. You’ll contribute to Authentication product development while streamlining the experience for good customers by partnering with program and product managers, engineers, analysts, and designers. This position is hybrid; located in Seattle, WA.
You Will:* Become an expert on Remitly's Authentication systems and customer experience
* Build a unified understanding of how Authentication data, customer experiences, and goals align
* Own metrics used to evaluate Authentication system performance and customer friction
* Formulate hypotheses, design and evaluate product experiments
* Generate insights and help define & execute longer term product strategies and roadmaps


You Have:* 3+ years in a data analyst role or similar full-time, professional experience
* Bachelor's degree in mathematics, engineering, economics, or another quantitative field (or equivalent additional experience)
* Intermediate SQL Proficiency
* Working knowledge of Python or R for data analysis
* Command of foundational statistical concepts and how they can be applied in real world situations
* Experience distilling business problems, developing hypotheses, building an analytical framework, carrying out an analysis, and writing a clear recommendation
* Strong data storytelling skills, including data visualization, technical writing, and business writing
* Experience finding creative solutions within the constraints of complex systems and policies


Our Benefits:* Flexible paid time off
* Health, dental, and vision benefits + 401k plan with company matching
* Paid parental, medical, military and family care leave.
* Mental Health & Family Forming Benefits
* Employee Stock Purchase Plan (ESPP)
* Continuing education and corridor travel benefits

Compensation Details. The starting base salary range for this position is typically $112,000-$140,000 In the U.S., Remitly employees are shareholders in our Company and equity is part of our total compensation plan. Your recruiter can share more information about medical benefits offered, as well as other financial benefits and total compensation components offered with this role.
Your recruiter can share more information about medical benefits offered, as well as other financial benefits and total compensation components offered with this role.
Remitly is an Equal Opportunity Employer. Equal employment opportunity has been, and will continue to be, a fundamental principle at Remitly. We are committed to nondiscrimination across our global organization and in all of our business operations. Employment is determined based upon personal capabilities and qualifications without discrimination on the basis of race, creed, color, religion, sex, gender identification and expression, marital status, military status or status as an honorably discharge/veteran, pregnancy (including a woman's potential to get pregnant, pregnancy-related conditions, and childbearing), sexual orientation, age (40 and over), national origin, ancestry, citizenship or immigration status, physical, mental, or sensory disability (including the use of a trained dog guide or service animal), HIV/AIDS or hepatitis C status, genetic information, status as an actual or perceived victim of domestic violence, sexual assault, or stalking, or any other protected class as established by law.
Remitly is an E-Verify Employer
Remitly is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees.",https://www.glassdoor.com/Overview/W-EI_IE1044836.htm,,,,,,,,,,
glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009199763743,,Data Analyst III,Fred Hutchinson Cancer Center,"Seattle, WA",,2024-03-22,yearly,88670.0,132974.0,USD,False,hrops@fredhutch.org,"Overview:

Fred Hutchinson Cancer Center is an independent, nonprofit organization providing adult cancer treatment and groundbreaking research focused on cancer and infectious diseases. Based in Seattle, Fred Hutch is the only National Cancer Institute-designated cancer center in Washington.  

With a track record of global leadership in bone marrow transplantation, HIV/AIDS prevention, immunotherapy and COVID-19 vaccines, Fred Hutch has earned a reputation as one of the world’s leading cancer, infectious disease and biomedical research centers. Fred Hutch operates eight clinical care sites that provide medical oncology, infusion, radiation, proton therapy and related services, and network affiliations with hospitals in five states. Together, our fully integrated research and clinical care teams seek to discover new cures to the world’s deadliest diseases and make life beyond cancer a reality.  

At Fred Hutch we value collaboration, compassion, determination, excellence, innovation, integrity and respect. These values are grounded in and expressed through the principles of diversity, equity and inclusion. Our mission is directly tied to the humanity, dignity and inherent value of each employee, patient, community member and supporter. Our commitment to learning across our differences and similarities make us stronger. We seek employees who bring different and innovative ways of seeing the world and solving problems. Fred Hutch is in pursuit of becoming an anti-racist organization. We are committed to ensuring that all candidates hired share our commitment to diversity, anti-racism and inclusion.  

The **Data Analyst III** works in the Financial Management Information Systems (FMIS) department in the Finance organization, and with external stakeholders to develop internal applications, that allow our employees to analyze finance data.  

The Data Analyst III will develop useful financial analytic reports and dashboards that provide relevant and actionable insights to the intended audience. Financial analytic reports and dashboards will enable the following:* Visualize key financial metrics and indicators, such as budget, expenses, variance, etc.
* Compare actual performance to targets, budgets, forecasts, or historical data.
* Identify trends, patterns, anomalies, and opportunities in the financial data.
* Enable drill-down and exploration of the underlying data sources.
* Provide clear and concise explanations of the data and the insights derived from it.

  

The Data Analyst III will also collaborate with our FMIS PeopleSoft support team, DBA team, FMIS business analysts, data security and governance advisors, and the Finance division in general to augment the financial data mart with relevant, consistent, and effective metadata, tagging, and endorsement program to enable citizen data scientists.
Responsibilities:
* Collaborate with stakeholders to assess report requirements and develop specifications for reports and dashboards to be developed by the FMIS team.
* Apply analytical skills to translate user and business needs into actionable, creative, and insightful dashboards with great attention to detail and accuracy.
* Ensure work related documentation complies with FMIS guidelines and best practices.
* Partner with cross-functional teams to evaluate existing reporting and provide more in-depth, and precise analytics to better serve analysis of finance data.
* Apply critical thinking and analytical skills to propose improvements to existing processes and dashboards, where needed.
* Collaborate with FMIS, Finance, and IT on development and documentation of standard datasets used for reporting and analysis.
* Contribute to development of database design, ETL processes, metadata development, endorsement, tagging and describing of all data necessary for finance reporting and analytics.
* Ensure access control for object level, row level, and column level security rules are applied consistently.
* Develop and document standard practices for implementing or modifying derived datasets to be used by all dataset developers.


Qualifications:
**MINIMUM QUALIFICATIONS:*** Bachelor’s degree in computer science, Engineering, or related field or equivalent combination of education and experience.
* Minimum 5 years of experience working in data analytics and experience in presentation development

**PREFERRED QUALIFICATIONS:*** Master’s degree in statistics or computer science or a scientific, technical, or finance-related field.
* Experience working in finance data management.
* Experience in good data management practices for Finance, Human Resources, and Payroll data.
* Working knowledge of PeopleSoft FMS and/or nVision.
* Experience working as Power BI site administrator.
* 3+ years’ experience with Business intelligence tools and techniques (Data Security, Data Integration, Reporting, Data Mining, Data Visualizations, Dashboarding, ETL, drilldowns).
* 2+ years’ experience developing reports using an enterprise reporting tool such as Business Objects, Power BI, Tableau, SQL Server Reporting Services, Oracle Reports.
* 2-year experience with programming in SQL, SAS, Python, R or Perl on a PC/Unix platform.
* Experience working with an issue tracking tool such as JIRA.
* Working knowledge of relational database management system.
* Demonstrated ability to communicate effectively as a member of several project teams.
* Demonstrated ability to multi-task and appropriately prioritize work assignments.
* Knowledge of good clinical data management practices in Finance, Human Resources, and Payroll.
* Thoroughly understand and agree to work within and apply HIPAA compliance.
* BI tool certification, preferably Power BI.

*A* *statement* *describing your commitment and contributions toward greater diversity, equity, inclusion, and antiracism in your career or that will be made through your work at Fred Hutch is requested of all finalists.* *This role will have the opportunity to work remotely and partially at our campus.**The annual base salary range for this position is from $88,670 to $132,974, and pay offered will be based on experience and qualifications.*  

  

*Fred Hutchinson Cancer Center offers employees a* *comprehensive benefits package* *designed to enhance health, well-being, and financial security. Benefits include medical/vision, dental, flexible spending accounts, life, disability, retirement, family life support, employee assistance program, onsite health clinic, tuition reimbursement, paid vacation (12-22 days per year), paid sick leave (12-25 days per year), paid holidays (13 days per year), paid parental leave (up to 4 weeks), and partially paid sabbatical leave (up to 6 months).*
Our Commitment to Diversity: We are proud to be an Equal Employment Opportunity (EEO) and Vietnam Era Veterans Readjustment Assistance Act (VEVRAA) Employer. We are committed to cultivating a workplace in which diverse perspectives and experiences are welcomed and respected. We do not discriminate on the basis of race, color, religion, creed, ancestry, national origin, sex, age, disability (physical or mental), marital or veteran status, genetic information, sexual orientation, gender identity, political ideology, or membership in any other legally protected class. We are an Affirmative Action employer. We encourage individuals with diverse backgrounds to apply and desire priority referrals of protected veterans. If due to a disability you need assistance/and or a reasonable accommodation during the application or recruiting process, please send a request to Human Resources at hrops@fredhutch.org or by calling 206-667-4700.",https://www.glassdoor.com/Overview/W-EI_IE102520.htm,,,,,,,,,,
glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009197889747,,Data Insights Analyst,"Valant Medical Solutions, Inc.","Seattle, WA",,2024-03-21,yearly,70000.0,75000.0,USD,False,,"**Data Insights Analyst**

  


Valant is a market-leading, web-based clinical EHR and Practice Management solution built exclusively for behavioral health. Our mission is to provide technology and services that connect behavioral health patients and providers, when and how they need care, with tools that improve outcomes for all.? We?re seeking enthusiastic, passionate individuals to join us as we transform the industry!

  


**What You?ll Do:**


As a Data Insights Analyst, you'll play a crucial role in transforming raw data into actionable insights for our organization. Your focus will be on internal data analysis, reporting, and presentation of the data. If you're passionate about translating data into meaningful narratives and have expertise in Salesforce, Pendo, Power BI, and the Microsoft Office suite, this role is for you!


Data Analysis and Interpretation


* Collect, clean, and analyze internal data from various sources (e.g., Salesforce, Pendo, databases).
* Identify trends, patterns, and anomalies to inform decision-making and create benchmarks.
* Collaborate with cross-functional teams to understand business requirements.


Slide Preparation and Visualization


* Create compelling visual presentations using tools like Power BI and Microsoft PowerPoint.
* Translate complex data into clear, concise slides for external executive business reviews, board and operations meetings, and internal communications.
* Ensure consistency, accuracy, and alignment with company branding.


Reporting and Dashboards


* Develop and maintain regular reports and dashboards to track key performance indicators (KPIs).
* Customize dashboards in Salesforce and other platforms to provide real-time insights.
* Highlight actionable recommendations based on data findings.


Ad Hoc Analysis


* Respond to specific data requests from stakeholders.
* Investigate anomalies, conduct root cause analysis, and propose solutions.


Collaboration and Communication


* Work closely with business leaders, product managers, and data engineers.
* Present findings to both technical and non-technical audiences.
* Facilitate discussions around data-driven decisions.

  




**What You?ll Need:**


**Required**


* Proficiency in:
* Salesforce: Extracting and analyzing data, creating custom reports, and understanding CRM processes.
* Pendo: Leveraging user analytics and product usage data.
* Power BI: Building interactive dashboards and visualizations.
* Microsoft Office Suite: Especially PowerPoint for slide creation and Excel for merging data sets.
* Strong Analytical Skills: Ability to dissect complex data sets and derive meaningful insights.
* Attention to Detail: Ensure accuracy and consistency in reporting.
* Communication Skills: Articulate findings effectively to diverse audiences.
* Adaptability: Comfortable working in a dynamic environment.


**Preferred**


* Bachelor?s degree or greater.
* Previous experience in dynamic SaaS environment.

  




**What We Offer:**


* Competitive compensation package, including 100% employer-paid medical, dental, vision premiums and HSA contributions
* Generous paid time off policy
* Bonus plans
* 401k
* The chance to drive an important industry forward through next-generation technology
* Ability to work remotely with a strong internet connection
* Salary Range for this position is $70,000 - $75,000

  




**US Citizens and Green Card holders are encouraged to apply. We are unable to sponsor visas at this time.**

  


**This position can be 100% remote, but employees must be located in: California, Florida, Georgia, New Jersey, Oregon, South Carolina, Texas, Utah, or Washington state.**",https://www.glassdoor.com/Overview/W-EI_IE667265.htm,,,,,,,,,,
